id;author;content;people;hashtags
1016453629685968896;lostson_;"Zauważyłeś może, że ekolodzy m in z  @Greenpeace_PL  nabrali też wody w usta w zw. z chemicznym skażeniem dna Bałtyku przez budowę NORD STREAM 2?;lostson_,Greenpeace_PL;
1015983691523293184;10murzynkow;"hej,  @Greenpeace_PL   @gazetapl_news   @FAKT24PL   @OnetWiadomosci   @wirtualnapolska   @TygodnikWPROST   @Interia_Fakty  Widzieliście jaki pałać buduje sobie minister Szyszko w Puszczy Białowieskiej??;10murzynkow,Greenpeace_PL,gazetapl_news,FAKT24PL,OnetWiadomosci,wirtualnapolska,TygodnikWPROST,Interia_Fakty;
1032922478429974528;Greenpeace_PL;"Pseudonauka to nie #wolnośćsłowa. Czy naprawdę Polska chce zaprosić klimatycznych denialistów na #COP24? #Zmianyklimatu to #fakt!;Greenpeace_PL,hashtag;wolnośćsłowa,COP24,Zmianyklimatu,fakt
1032531725992243202;PrzyrodaKarpat;"#Sukces Dzięki zebranym w ramach zbiórki środkom i wsparciu  @Greenpeace_PL  przekazaliśmy 6 zestawów ogrodzeń bieszczadzkim pszczelarzom #dlaludzi #dlaniedźwiedzi  @AnnaSarzynska   @bweglarczyk   @NaukaPrzyrody   @naukawpolsce   @KaJagiello   @MZmihorski   @RobertMaslak  http://przyrodnicze.org/pomoglismy-bieszczadzkim-niedzwiedziom-i-pszczelarzom/…;PrzyrodaKarpat,hashtag,Greenpeace_PL,AnnaSarzynska,bweglarczyk,NaukaPrzyrody,naukawpolsce,KaJagiello,MZmihorski,RobertMaslak;Sukces,dlaludzi,dlaniedźwiedzi
1032249616132177927;Greenpeace_PL;"Premier Morawiecki chciał chronić Polaków przed smogiem. Dlaczego jego minister próbuje go ośmieszyć?  @MorawieckiM  #normywęgla #węgiel #tchórzewski #smog  @MinEnergii  http://greenpeace.org/poland/pl/wydarzenia/polska/Smog-Minister-Tchorzewski-probuje-osmieszyc-deklaracje-premiera-Morawieckiego/…;Greenpeace_PL,MorawieckiM,hashtag,MinEnergii;normywęgla,węgiel,tchórzewski,smog
1032164926402584576;PrzyrodaKarpat;"O urojonym wrogu narodu czytaj polskiej przyrodzie w  @NKonfederacja   @MZmihorski   @RobertMaslak   @NaukaPrzyrody   @NiechZyja   @OnetRano   @AnnaSarzynska   @FDzika_Polska   @DzikieZycie   @PracowniaBystra   @Greenpeace_PL   @adam_bohdan   @bweglarczyk   @sekowskis   @Radziejewski;PrzyrodaKarpat,NKonfederacja,MZmihorski,RobertMaslak,NaukaPrzyrody,NiechZyja,OnetRano,AnnaSarzynska,FDzika_Polska,DzikieZycie,PracowniaBystra,Greenpeace_PL,adam_bohdan,bweglarczyk,sekowskis,Radziejewski;
1031274022473003008;MarzenaPaczuska;"Jakie wy bzdury wypisujecie  @Greenpeace_PL  na TT. Naturalnym procesem jest izolowanie się od bzdury.;MarzenaPaczuska,Greenpeace_PL;
1030509604457930759;Nowak_RM;"To dla jasności sytuacji zmieńcie nazwę na Greenpeace Austria w Polsce.;Nowak_RM,Greenpeace_PL,KwasmanRafal;
1030467361789423616;KaJagiello;"#BREAKING  @Greenpeace_PL  odróżnia będące cudem natury lasy naturalne od lasów gospodarczych i NIE RUSZA powstrzymywać wycinkę w prywatnych lasach gospodarczych Bawarii. Kolejne  #BREAKING Greenpeace nie walczy z wycinką zakorniczonych drzew na południu Polski. Ta dam!;KaJagiello,hashtag,Greenpeace_PL;BREAKING
1030458588232331265;Greenpeace_PL;"Kilka faktów dotyczących wycinki w lasach bawarskich. https://facebook.com/greenpeacepl/photos/a.118639734789/10156040414104790/?type=3&theater… #kornik #PuszczaBiałowieska #lasy;Greenpeace_PL,hashtag;kornik,PuszczaBiałowieska,lasy
1030452565098590208;zelazna_logika;"I z tej wielkiej milosci do Puszczy, zamiast ja ratowac wolicie zeby ją zeżarł kornik ;zelazna_logika,Greenpeace_PL;
1030448909494218753;KwasmanRafal;"Skoro zarząd z Austrii powinniście się nazywać Greenpeace Austria i w Austrii działać a nie w Polsce.;KwasmanRafal,Greenpeace_PL,Bzyk9;
1030444069921726464;ccinekk;"Urocze porównanie tylko puszcza białowieska to nie tylko rezerwat z moczarami jak na fotce. Rezerwat to niewielki fragment całości. Las gospodarczy, głównie świerkowy to ok 40% puszczy. I to tam 10 lat temu zaczął się problem z 29 zarazonymi świerkami, których nie wycięto bo eko!;ccinekk,Greenpeace_PL;
1030431932000165890;NaukaPrzyrody;"Apelujemy o zaprzestanie dewastacji #PuszczaKarpacka zasługującej na ochronę nie mniej niż Wawel. Parki narodowe to tylko 1% pow. Polski. Więcej na https://buff.ly/2Mo8G4g i "Inicjatywa Dzikie Karpaty" #ochronaPrzyrody  @PrzyrodaKarpat   @Greenpeace_PL   @WWF_Polska   @MinSrodowiska;NaukaPrzyrody,hashtag,PrzyrodaKarpat,Greenpeace_PL,WWF_Polska,MinSrodowiska;PuszczaKarpacka,ochronaPrzyrody
1030417791411777536;akierys;"A to piękne Tatry z kornikiem w roli głównej.;akierys,Greenpeace_PL,MarekTraube;
1030413798493102080;the_pogarda;"a gdzie mogę przeczytać o waszej kampanii/interwencji w sprawie inwestycji w Stobnicy???;the_pogarda,Greenpeace_PL,Kot_Prezesa_;
1030410360883474433;Bzyk9;"Cały zarząd to Niemcy - wszystko jasne.;Bzyk9,tnieweglowski,Greenpeace_PL;
1030396536667164673;tnieweglowski;"Czytam to z przerażeniem: manipulacje i zwyczajne kłamstwa; nie myśleliście nad tym żeby się wynieść z Polski i przestać nas uszczęśliwiać? Puszcza Białowieska bez was da sobie o wiele lepiej radę ;tnieweglowski,Greenpeace_PL,AlinaPetrowaW,MarekTraube;
1030375728234328065;ZygmuntP2000;". @Greenpeace_PL  Jakie stanowisko zajmujecie w sprawie nielegalnej budowy; sprzecznej z wszystkimi możliwymi przepisami wysokościowca (14 pięter) w Puszczy Noteckiej, chronionej programem "Natura 2000" ?;ZygmuntP2000,Greenpeace_PL;
1128578838013906944;Greenpeace_PL;"Schetyna odwraca kota ogonem. Udaje, że nie odróżnia kwestii smogu od klimatu. Ale 91% wyborców PO chce, by PL do 2030 odeszła od węgla, a nie przestała palić w kominku. Pozorne rozwiązania nie wystarczą. Uświadommy  @SchetynadlaPO , jak ważne dla jego wyborców są kwestie #klimat.u;Greenpeace_PL,SchetynadlaPO,hashtag;klimat
1128542074834489344;Greenpeace_PL;"Czas na lepszą przyszłość, czas na #PolskaBezWegla2030! Z taką wizją Polski kilkadziesiąt aktywistów i aktywistek weszło na dachy siedzib  @pisorgpl  i  @Platforma_org . Domagamy się ambitnych działań dla klimatu.  Podpisz apel tutaj: http://obroncyklimatu.pl #klimat #zmianaklimatu;Greenpeace_PL,hashtag,pisorgpl,Platforma_org;PolskaBezWegla2030,klimat,zmianaklimatu
1128388785153224704;RadioMaryja;"#Warszawa: Policja zatrzymała 46 aktywistów  @Greenpeace_PL  w związku z protestem pod siedzibami  @pisorgpl  i  @Platforma_org;RadioMaryja,hashtag,Greenpeace_PL,pisorgpl,Platforma_org;Warszawa
1128369770150137857;MarioRebeliant;"Akcja Greenpeace  @Greenpeace_PL  w Warszawie - 46 zatrzymanych.  Politycy opozycji na szubienicach - wg. PISbolszewików "śledztwo trwa". #KACZYSTAN w pełnej krasie;MarioRebeliant,Greenpeace_PL,hashtag;KACZYSTAN
871666714991362049;Greenpeace_PL;"#UNESCO o #PuszczaBiałowieska. Czy będzie specjalna misja?#Puszcza w zagrożeniu. http://greenpeace.org/poland/pl/wydarzenia/polska/Dziaania-Szyszki-pod-lup-ekspertow-UNESCO/…;Greenpeace_PL,hashtag;UNESCO,PuszczaBiałowieska,Puszcza
871629103220371456;Greenpeace_PL;"Co wynika z tego, że #Trump opuszcza #PorozumienieParyskie? Paweł Szypulski z Greenpeace w #OnetRANO. #WeWillMoveAhead;Greenpeace_PL,hashtag,onetpl;Trump,PorozumienieParyskie,OnetRANO,WeWillMoveAhead
871410944697655296;Greenpeace_PL;"Bardzo dziękujemy osobom, które wzięły udział w dzisiejszej Akademii na zrębie.  #ObrońcyPuszczy #puszczabialowieska;Greenpeace_PL,hashtag;ObrońcyPuszczy,puszczabialowieska
871350631734312960;Greenpeace_PL;"Na spacerze byli też mieszkańcy okolicznych miejscowości. Oni też nie zgadzają się na dewastację #Puszczabialowieska i zamykanie lasu!;Greenpeace_PL,hashtag;Puszczabialowieska
687991463645442048;AgaGrzybek;"#ff dla tych, co bronią Puszczy Białowieskiej  @Zieloni   @StrefaZieleni   @ZielWiad   @Greenpeace_PL   @AdamWajrak  17.01godz. 12.00 Marsz Entów;AgaGrzybek,hashtag,Zieloni,StrefaZieleni,ZielWiad,Greenpeace_PL,AdamWajrak;ff
687978944356823040;KaJagiello;"#KochamPuszcze   @Greenpeace_PL  zimowa opowieść;KaJagiello,hashtag,Greenpeace_PL;KochamPuszcze
687647958565785602;iurbanska;"Kocham Puszczę Puszczy nie opuszczę #poetyckiczwartek podobało się? to tutaj apel do podpisania: kochampuszcze.pl  @Greenpeace_PL;iurbanska,hashtag,Greenpeace_PL;poetyckiczwartek
687582959759699969;Greenpeace_PL;"Do 2030 liczba prosumentów może wzrosnąć ponad 10-krotnie. Raport IEO dla #WiecejNizEnergia.  @zielonasiec   @ClientEarth_PL   @WWF_Polska;Greenpeace_PL,hashtag,zielonasiec,ClientEarth_PL,WWF_Polska;WiecejNizEnergia
687545993504530432;Greenpeace_PL;"Dlaczego powstała petycja #KochamPuszcze?  >>> Tutaj więcej informacji: http://kochampuszcze.pl/informacje;Greenpeace_PL,hashtag;KochamPuszcze
687203130572967936;WWF_Polska;". @PremierRP  apelujemy o ocalenie Puszczy Białowieskiej, razem z  @Greenpeace_PL  #nieopuszczam Puszczy http://kochampuszcze.pl Podpisz apel!;WWF_Polska,PremierRP,Greenpeace_PL,hashtag;nieopuszczam
687200958485544960;Greenpeace_PL;"Kochacie Puszczę? My bardzo! Ruszyła petycja w jej obronie: http://kochampuszcze.pl #KochamPuszcze    #Puszcza ;Greenpeace_PL,hashtag;KochamPuszcze,Puszcza
788306111287980032;Greenpeace_PL;"Minister Szyszko znów wprowadził w błąd opinię publiczną, tym razem na forum europejskim: http://greenpeace.org/poland/pl/wydarzenia/polska/Minister-Szyszko-wprowadza-w-blad-Europe/…  #PuszczaBiałowieska;Greenpeace_PL,hashtag;PuszczaBiałowieska
787651318672400384;Greenpeace_PL;"W poniedziałek z #dziendobryTVN dowiecie się jaka słodka tajemnica łączy  @joannakrupa ,  @RobertBiedron  i  @RobertCyglicki  ;) #pszczelendż;Greenpeace_PL,hashtag,joannakrupa,RobertBiedron,RobertCyglicki;dziendobryTVN,pszczelendż
787256054241497088;Greenpeace_PL;"Apelujemy do  @PremierRP   o niepodpisywanie #ceta i #ttip. #stopcetattip;Greenpeace_PL,PremierRP,hashtag;ceta,ttip,stopcetattip
787254547928453120;Greenpeace_PL;"Ludzie ważniejsi od korporacji. Jesteśmy na demo  #stopcetattip  #ttip #ceta;Greenpeace_PL,hashtag;stopcetattip,ttip,ceta
780380929776812032;ARozenek;"Najważniejsze tematy, jak zwykle, gdzieś w cieniu. A tu trzeba bić na alarm!  @Greenpeace_PL   @Bialo__Czerwoni   @Kasia_Guzek   @ElektrowniaPV;ARozenek,Greenpeace_PL,Bialo__Czerwoni,Kasia_Guzek,ElektrowniaPV,alarm_smogowy;
776699143737704448;SadyOgrody;"Polacy znów zaadoptują pszczoły!  @Greenpeace_PL   http://sadyogrody.pl/agrotechnika/103/polacy_ponownie_zaadoptuja_pszczoly_greenpeace_rusza_z_kolejna_akcja,6971.html…;SadyOgrody,Greenpeace_PL;
763323268241776640;DzikieZycie;"Prawda o korniku w Puszczy Białowieskiej http://bit.ly/2bfanOL  @PracowniaBystra   @Greenpeace_PL   @JakubMedek   @Rafal_Gorski   @ObroncyPuszczy;DzikieZycie,PracowniaBystra,Greenpeace_PL,JakubMedek,Rafal_Gorski,ObroncyPuszczy;
762952318543331332;naukawpolsce;"Praca pszczół w Polsce warta jest ponad 4 mld zł - raport  @Greenpeace_PL  http://bit.ly/2aO5xqw;naukawpolsce,Greenpeace_PL;
762571175721656320;KarolTokarczyk;"4,1 mld zł z całkowitej wartości produkcji rolnej w Polsce to zasługa pszczół - twierdzi  @Greenpeace_PL;KarolTokarczyk,Greenpeace_PL;
753180213471830016;feminoteka_pl;"W wioska  @Greenpeace_PL  na #Woodstock2016 ^^;feminoteka_pl,Greenpeace_PL,hashtag;Woodstock2016
994129007376519169;Greenpeace_PL;"Bijemy kolejny niechlubny rekord - aż 36 z 50 miast o najgorszej jakości powietrza w Unii Europejskiej znajduje się w Polsce. To o trzy więcej niż dwa lata temu. #smog http://greenpeace.org/poland/pl/wydarzenia/polska/Liczba-polskich-miast-w-czarnym-rankingu-WHO-rosnie/…;Greenpeace_PL,hashtag;smog
992017537448718336;Greenpeace_PL;"Aktywiści Greenpeace eskortują nuklearny Titanik płynący po Bałtyku. Wśród protestujących jest Polak. #atom;Greenpeace_PL,hashtag,greenpeacedk;atom
985093897859878912;PracowniaBystra;"Uważajcie, bardzo Was prosimy, na kamasutrowe konstelacje płazów na szosach i na te zmęczone miłosnym trudem, wolno przekraczające asfalt  Tu poradnik, jak chronić płazy: http://bit.ly/2H1nXBr   @jurszo_robert   @KaJagiello   @PrzyrodaKarpat   @GrzegBozek   @DzikieZycie   @Greenpeace_PL;PracowniaBystra,jurszo_robert,KaJagiello,PrzyrodaKarpat,GrzegBozek,DzikieZycie,Greenpeace_PL;
981776573346074624;WWF_Polska;"KONIEC Z KOMERCYJNYM ODSTRZAŁEM ŻUBRÓW   Społeczny opór przynosi rezultaty! Cieszymy się, że podjęta została słuszna decyzja i wzięto pod uwagę opinię społeczeństwa i organizacji proekologicznych (min. petycja  @Greenpeace_PL   @oko_press ) (nasze stanowisko) https://wwf.pl/stanowisko-wwf-w-sprawie-odstrzalu-zubra…;WWF_Polska,Greenpeace_PL,oko_press;
981523712569692161;Greenpeace_PL;"Ogłoszona dzisiaj decyzja #LasyPanstwowe pokazuje, że nacisk społeczny ma sens. Nie ma społecznej akceptacji dla komercyjnych polowań na #żubry - symbol polskiej przyrody. https://act.gp/2q4F4vz;Greenpeace_PL,hashtag;LasyPanstwowe,żubry
981517060600745984;Greenpeace_PL;"Wielki sukces obrońców #żubry - #LasyPaństwowe kończą z komercyjnymi odstrzałami! Nasz komentarz: https://act.gp/2q4F4vz;Greenpeace_PL,hashtag;żubry,LasyPaństwowe
981495360567857153;Greenpeace_PL;"Hurra! Koniec z komercyjnymi odstrzałami #żubry! Ze względu na "kontrowersje" i "brak społecznej akceptacji", czyli między innymi dzięki 80 tys. podpisów przeciwko pseudopolowaniom na #gatunekchroniony;Greenpeace_PL,hashtag;żubry,gatunekchroniony
981486062110494722;PolsatNewsPL;"Nie będzie komercyjnych odstrzałów żubrów. Decyzja szefa Lasów Państwowych. Poinformowano również o stworzeniu nowego wolno żyjącego stada żubrów w Puszczy Augustowskiej.  @AnnaMalinowskLP   @Greenpeace_PL   @WWF_Polska   @MinSrodowiska   http://polsatnews.pl/wiadomosc/2018-04-04/nie-bedzie-komercyjnych-odstrzalow-na-zubry-decyzja-szefa-lasow-panstwowych/?ref=kafle…;PolsatNewsPL,AnnaMalinowskLP,Greenpeace_PL,WWF_Polska,MinSrodowiska;
979343736202293249;Greenpeace_PL;"Nie chcesz dłużej dopłacać do #węgiel? Dość dokładania pieniędzy do energetyki węglowej! Zagłosuj, już tylko dzisiaj: http://caneurope.org/fossil-fuel-subsidies-awards…;Greenpeace_PL,hashtag;węgiel
979317450637529088;Greenpeace_PL;"Nie zgadzamy się, by #lobby węglowe wygrało ze zdrowiem i przyszłością mieszkańców Złoczewa i okolic. Nie dla odkrywki #Złoczew! Zaskarżamy decyzję środowiskową dla największego dołu w Polsce! #węgielbrunatny #odkrywka #PGE https://act.gp/2utEEng;Greenpeace_PL,hashtag;lobby,Złoczew,węgielbrunatny,odkrywka,PGE
892744131440758784;Greenpeace_PL;"często niszczymy przyrodę bez zrozumienia, co tracimy - musimy mieć pokorę wobec dzikości -  @KaJagiello  na #Woodstock2017;Greenpeace_PL,KaJagiello,hashtag;Woodstock2017
892743850762149892;Greenpeace_PL;"o #puszczabialowieska, owadach, starych drzewach, łąkach w mieście - Kasia Jagiełło, Paulina Kramarz i ich #DzikośćSerca na #Woodstock2017;Greenpeace_PL,hashtag;puszczabialowieska,DzikośćSerca,Woodstock2017
892736967036858368;Greenpeace_PL;"Zmiany klimatu i utrata bioróżnorodności wpływa na jakość naszego życia. Planeta sobie poradzi, ludzie nie  @KaJagiello  #PRZYSTANEKWOODSTOCK;Greenpeace_PL,KaJagiello,hashtag;PRZYSTANEKWOODSTOCK
892687309954568192;RobertCyglicki;"Nadleśniczowie #PuszczaBialowieska dostali od  @Greenpeace_PL  decyzje Trybunału Sprawiedliwości UE. Opowiadają za ewentualne łamanie prawa.;RobertCyglicki,hashtag,Greenpeace_PL;PuszczaBialowieska
892678543167160322;Greenpeace_PL;"Wycinka w #PuszczaBialowieska nie działa jako sposób na walkę z kornikiem. (a poza tym jest nielegalna) http://tvn24.pl/korniki-przetrwaly-wycinke-w-puszczy-bialowieskiej,761404,s.html…;Greenpeace_PL,hashtag;PuszczaBialowieska
892002077794349057;Greenpeace_PL;". @EUinPL  wdraża #BAT: czasy starych elektrowni węglowych dobiegają końca, na redukcję zanieczyszczeń zostały 4 lata http://bit.ly/2uNjyOS;Greenpeace_PL,EUinPL,hashtag;BAT
884760203585040385;PolsatNewsPL;"Nieoficjalnie: będzie pozew. Polska w Trybunale Sprawiedliwości za wycinkę w Puszczy  @Greenpeace_PL   @MinSrodowiska  http://polsatnews.pl/wiadomosc/2017-07-11/nieoficjalnie-bedzie-pozew-przeciwko-polsce-do-trybunalu-sprawiedliwosci-za-wycinke-w-puszczy-bialowieskiej/…;PolsatNewsPL,Greenpeace_PL,MinSrodowiska;
882733218574852096;cezarygmyz;"Sorry dziewuchy i chłopaki z  @ard_Warschau  i  @Greenpeace_PL  ale znowu zaplątaliście się we własne sznurówki;cezarygmyz,ard_Warschau,Greenpeace_PL;
882711814034915329;Ossala_fr;"Ten Paryż, gdzie szumowiny rozwaliły hydranty i wylały z nich 600 000 m3 wody? Ten sam Paryż, debile?;Ossala_fr,Greenpeace_PL,PolsatNewsPL;
882700295217831937;S_Potapowicz;"Ciepłe powitanie w Warszawie #TRUMPwPOLSCE .  @Greenpeace_PL  :-);S_Potapowicz,hashtag,Greenpeace_PL;TRUMPwPOLSCE
882606730311606272;gazetaprawnapl;"Komitet #UNESCO wzywa do natychmiastowego zaprzestania wycinki drzew w #puszczabialowieska  http://gazetaprawna.pl/artykuly/1055819,komitet-unesco-wzywa-do-natychmiastowego-zaprzestania-wycinki-drzew-w-puszczy-bialowieskiej.html…  @Greenpeace_PL;gazetaprawnapl,hashtag,Greenpeace_PL;UNESCO,puszczabialowieska
878690925215666177;MWielichowska;"#Kłodzko w obronie #PuszczaBiałowieska  @Greenpeace_PL   @Platforma_org   @NewsPlatforma   @POZiemiaKlodzka  #bronimypuszczy #ZiemiaKłodzka;MWielichowska,hashtag,Greenpeace_PL,Platforma_org,NewsPlatforma,POZiemiaKlodzka;Kłodzko,PuszczaBiałowieska,bronimypuszczy,ZiemiaKłodzka
878629723785629698;agencjagazeta;"#Warszawa #MarszDlaPuszczy zorganizowany przez  @Greenpeace_PL  http://bit.ly/2s7kNnv;agencjagazeta,hashtag,Greenpeace_PL;Warszawa,MarszDlaPuszczy
997110435672412161;BratWodza;"MAM PYTANIE   do #GreenPIC Polska  @Greenpeace_PL  Co wy na to ?  Rozmawialiście już o tym z  @AdamowiczPawel  czy tylko korniki was interesują ?  Awaria przepompowni w Gdańsku. Ścieki zrzucane są do Motławy http://wiadomosci.dziennik.pl/wydarzenia/artykuly/574444,gdansk-awaria-przepompownia-scieki-motlawa.html…;BratWodza,hashtag,Greenpeace_PL,AdamowiczPawel;GreenPIC
997102675631263744;WasatyJanusz;"Pracownicy  @Greenpeace_PL   na plaży w Sopocie . Oni jeszcze nic nie wiedzą .;WasatyJanusz,Greenpeace_PL,settings;
997095924055920640;SirMichu10;"W Gdańsku kornik drukarz w gównie tonie a wy co??;SirMichu10,Greenpeace_PL,MinSrodowiska;
997095829541408779;JKKostrzewa;"@amnesty  nie reaguje na śmierć #AlfieEvans "bo nie zna sprawy" a  @Greenpeace_PL  nie reaguje na wyciek milionów litrów ścieków w Gdańsku bo...? Natomiast jak trzeba bronić kornika w puszczy to kolejka organizacji tzw. "pożytku publicznego".;JKKostrzewa,amnesty,hashtag,Greenpeace_PL;AlfieEvans
997089175559077891;Greenpeace_PL;"Na podstawie składu zespołu ds. #PuszczaBiałowieska powołanego przez  @MinSrodowiska  można przypuszczać, że to zespół ds. eksploatacji, a nie ochrony. Tworzą go ci, którzy 2 lata temu usprawiedliwiali dewastację #Puszcza https://act.gp/2IPBj7Z;Greenpeace_PL,hashtag,MinSrodowiska;PuszczaBiałowieska,Puszcza
997074583856517120;Greenpeace_PL;"Po konferencji dot. #PuszczaBiałowieska: gotowe rozwiazania są na stole, kompromis wypracowany przez zespół powołany przez ś.p. Lecha Kaczyńskiego jest jasny - #całapuszczaparkiemnarodowym;Greenpeace_PL,hashtag;PuszczaBiałowieska,całapuszczaparkiemnarodowym
788708782436184064;Greenpeace_PL;"Polski rząd opiera się na błędnym tłumaczeniu umowy #CETA - komentarz  @RobertCyglicki , dyrektora Greenpeace Polska: http://greenpeace.natemat.pl/192643,polski-rzad-opiera-sie-na-blednym-tlumaczeniu-umowy-ceta…;Greenpeace_PL,hashtag,RobertCyglicki;CETA
788355810086846464;Greenpeace_PL;"#Adoptujpszczole przekroczyło 100 tysięcy adopcji 2 dni przed końcem akcji! Wspaniała wiadomość dla pszczół i ludzi! http://adoptujpszczole.pl;Greenpeace_PL,hashtag;Adoptujpszczole
788306111287980032;Greenpeace_PL;"Minister Szyszko znów wprowadził w błąd opinię publiczną, tym razem na forum europejskim: http://greenpeace.org/poland/pl/wydarzenia/polska/Minister-Szyszko-wprowadza-w-blad-Europe/…  #PuszczaBiałowieska;Greenpeace_PL,hashtag;PuszczaBiałowieska
787651318672400384;Greenpeace_PL;"W poniedziałek z #dziendobryTVN dowiecie się jaka słodka tajemnica łączy  @joannakrupa ,  @RobertBiedron  i  @RobertCyglicki  ;) #pszczelendż;Greenpeace_PL,hashtag,joannakrupa,RobertBiedron,RobertCyglicki;dziendobryTVN,pszczelendż
787256054241497088;Greenpeace_PL;"Apelujemy do  @PremierRP   o niepodpisywanie #ceta i #ttip. #stopcetattip;Greenpeace_PL,PremierRP,hashtag;ceta,ttip,stopcetattip
787254547928453120;Greenpeace_PL;"Ludzie ważniejsi od korporacji. Jesteśmy na demo  #stopcetattip  #ttip #ceta;Greenpeace_PL,hashtag;stopcetattip,ttip,ceta
780380929776812032;ARozenek;"Najważniejsze tematy, jak zwykle, gdzieś w cieniu. A tu trzeba bić na alarm!  @Greenpeace_PL   @Bialo__Czerwoni   @Kasia_Guzek   @ElektrowniaPV;ARozenek,Greenpeace_PL,Bialo__Czerwoni,Kasia_Guzek,ElektrowniaPV,alarm_smogowy;
776699143737704448;SadyOgrody;"Polacy znów zaadoptują pszczoły!  @Greenpeace_PL   http://sadyogrody.pl/agrotechnika/103/polacy_ponownie_zaadoptuja_pszczoly_greenpeace_rusza_z_kolejna_akcja,6971.html…;SadyOgrody,Greenpeace_PL;
763323268241776640;DzikieZycie;"Prawda o korniku w Puszczy Białowieskiej http://bit.ly/2bfanOL  @PracowniaBystra   @Greenpeace_PL   @JakubMedek   @Rafal_Gorski   @ObroncyPuszczy;DzikieZycie,PracowniaBystra,Greenpeace_PL,JakubMedek,Rafal_Gorski,ObroncyPuszczy;
762952318543331332;naukawpolsce;"Praca pszczół w Polsce warta jest ponad 4 mld zł - raport  @Greenpeace_PL  http://bit.ly/2aO5xqw;naukawpolsce,Greenpeace_PL;
762571175721656320;KarolTokarczyk;"4,1 mld zł z całkowitej wartości produkcji rolnej w Polsce to zasługa pszczół - twierdzi  @Greenpeace_PL;KarolTokarczyk,Greenpeace_PL;
1030467361789423616;KaJagiello;"#BREAKING  @Greenpeace_PL  odróżnia będące cudem natury lasy naturalne od lasów gospodarczych i NIE RUSZA powstrzymywać wycinkę w prywatnych lasach gospodarczych Bawarii. Kolejne  #BREAKING Greenpeace nie walczy z wycinką zakorniczonych drzew na południu Polski. Ta dam!;KaJagiello,hashtag,Greenpeace_PL;BREAKING
1030458588232331265;Greenpeace_PL;"Kilka faktów dotyczących wycinki w lasach bawarskich. https://facebook.com/greenpeacepl/photos/a.118639734789/10156040414104790/?type=3&theater… #kornik #PuszczaBiałowieska #lasy;Greenpeace_PL,hashtag;kornik,PuszczaBiałowieska,lasy
1030452565098590208;zelazna_logika;"I z tej wielkiej milosci do Puszczy, zamiast ja ratowac wolicie zeby ją zeżarł kornik ;zelazna_logika,Greenpeace_PL;
1030448909494218753;KwasmanRafal;"Skoro zarząd z Austrii powinniście się nazywać Greenpeace Austria i w Austrii działać a nie w Polsce.;KwasmanRafal,Greenpeace_PL,Bzyk9;
1030444069921726464;ccinekk;"Urocze porównanie tylko puszcza białowieska to nie tylko rezerwat z moczarami jak na fotce. Rezerwat to niewielki fragment całości. Las gospodarczy, głównie świerkowy to ok 40% puszczy. I to tam 10 lat temu zaczął się problem z 29 zarazonymi świerkami, których nie wycięto bo eko!;ccinekk,Greenpeace_PL;
1030431932000165890;NaukaPrzyrody;"Apelujemy o zaprzestanie dewastacji #PuszczaKarpacka zasługującej na ochronę nie mniej niż Wawel. Parki narodowe to tylko 1% pow. Polski. Więcej na https://buff.ly/2Mo8G4g i "Inicjatywa Dzikie Karpaty" #ochronaPrzyrody  @PrzyrodaKarpat   @Greenpeace_PL   @WWF_Polska   @MinSrodowiska;NaukaPrzyrody,hashtag,PrzyrodaKarpat,Greenpeace_PL,WWF_Polska,MinSrodowiska;PuszczaKarpacka,ochronaPrzyrody
1030417791411777536;akierys;"A to piękne Tatry z kornikiem w roli głównej.;akierys,Greenpeace_PL,MarekTraube;
1030413798493102080;the_pogarda;"a gdzie mogę przeczytać o waszej kampanii/interwencji w sprawie inwestycji w Stobnicy???;the_pogarda,Greenpeace_PL,Kot_Prezesa_;
1030410360883474433;Bzyk9;"Cały zarząd to Niemcy - wszystko jasne.;Bzyk9,tnieweglowski,Greenpeace_PL;
1030396536667164673;tnieweglowski;"Czytam to z przerażeniem: manipulacje i zwyczajne kłamstwa; nie myśleliście nad tym żeby się wynieść z Polski i przestać nas uszczęśliwiać? Puszcza Białowieska bez was da sobie o wiele lepiej radę ;tnieweglowski,Greenpeace_PL,AlinaPetrowaW,MarekTraube;
1030375728234328065;ZygmuntP2000;". @Greenpeace_PL  Jakie stanowisko zajmujecie w sprawie nielegalnej budowy; sprzecznej z wszystkimi możliwymi przepisami wysokościowca (14 pięter) w Puszczy Noteckiej, chronionej programem "Natura 2000" ?;ZygmuntP2000,Greenpeace_PL;
1030372168696324097;agwart;"Największy zwarty kompleks leśny w Bawarii jest w parku narodowym. Rozumiem, ze niemieckie parki narodowe produkują deski.;agwart,Greenpeace_PL;
1030371657712640000;schulmeister_;"Jaki pożytek będę mieli ludzie z Puszczy w której drzewa zniszczył kornik? To może wy tam w Greenpeace przestańcie się leczyć bo przecież to naturalne procesy ludzkie?  Możliwe, że konsekwencją będzie wymiana składu ludzkiego. Takie prawo natury.;schulmeister_,Greenpeace_PL,MarekTraube;
1030371651572121600;mar_watrobinski;"A co lasem Hambach? Przeoczyłem wasze protesty? Czy to też "las gospodarczy".;mar_watrobinski,Greenpeace_PL;
